;0;1;2;3;4;5
0;0.035859196152275945;0.04032835090280075;0.05371816990451167;0.05371816990451167;0.05371816990451167;0.035859196152275945
1;0.03379752759085484;0.03732668834151034;0.047179611439173944;0.047179611439173944;0.047179611439173944;0.03379752759085484
2;0.03250898473996664;0.03542889201782752;0.04318656552810854;0.04318656552810854;0.04318656552810854;0.03250898473996664
3;0.03162735015777998;0.0341190921649685;0.040500373340037865;0.040500373340037865;0.040500373340037865;0.03162735015777998
4;0.030986161370735142;0.03316006448863628;0.038571873277378446;0.038571873277378446;0.038571873277378446;0.030986161370735142
5;0.030498857892581062;0.03242726435218588;0.03712107320299094;0.03712107320299094;0.03712107320299094;0.030498857892581062
6;0.03011597658831714;0.031848951616706804;0.0359905119791778;0.0359905119791778;0.0359905119791778;0.03011597658831714
7;0.029807201342943013;0.0313808582426172;0.035084946963186266;0.035084946963186266;0.035084946963186266;0.029807201342943013
8;0.029552915846752556;0.03099417424748726;0.03434343086642111;0.03434343086642111;0.03434343086642111;0.029552915846752556
9;0.029339865836430817;0.030669336092189654;0.0337251709814192;0.0337251709814192;0.0337251709814192;0.02933986583643082
